url
https://cic.unb.br/ensino/graduacao
https://cic.unb.br/o-cic/historia, ok
https://cic.unb.br/o-cic/infraestrutura, ok
https://cic.unb.br/ensino/ingressante, ok
https://cic.unb.br/o-cic/pessoas, ok
https://cic.unb.br/o-cic/marca-cic, ok
https://cic.unb.br/ensino/pos-graduacao
https://cic.unb.br/pesquisa/cooperacoes
https://cic.unb.br/extensao/universitaria
https://cic.unb.br/extensao/extensao-projetos
https://cic.unb.br/administracao/chefia
https://cic.unb.br/administracao/coordenacao-de-cursos
https://cic.unb.br/administracao/representacao-em-conselhos-camaras
https://cic.unb.br/informacoes/noticias/130-resultado-excepcional-na-competicao-internacional-de-programacao-ieeextreme
https://cic.unb.br/informacoes/noticias/131-alunos-da-unb-no-quadro-de-medalhas-da-olimpiada-brasileira-de-informatica-obi-2022
https://cic.unb.br/informacoes/noticias/132-a-professora-edna-dias-canedo-recebeu-o-top-reviewer-award-2021-do-information-and-software-technology-journal
https://cic.unb.br/informacoes/processos-sei
https://cic.unb.br/component/agenda/agendas
https://cic.unb.br/, ok
https://cic.unb.br/informacoes/documentos
https://cic.unb.br/pesquisa/grupos-de-pesquisa
https://cic.unb.br/informacoes/noticias
https://cic.unb.br/o-cic/fale-conosco, ok
https://cic.unb.br/informacoes/faq
